id	camera_l	qw	qx	qy	qz	tx	ty	tz
0	img/6843.jpg	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1	img/6445.jpg	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2	img/6846.jpg	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3	img/9091.jpg	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4	img/6567.jpg	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5	img/6935.jpg	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6	img/7298.jpg	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
7	img/6703.jpg	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
8	img/10817.jpg	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
9	img/6419.jpg	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
10	img/6794.jpg	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
11	img/7685.jpg	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
12	img/6640.jpg	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
13	img/8945.jpg	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
14	img/6659.jpg	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
15	img/7690.jpg	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
16	img/6836.jpg	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
17	img/7332.jpg	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
18	img/6893.jpg	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
19	img/9064.jpg	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
20	img/6829.jpg	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
21	img/8814.jpg	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
22	img/6645.jpg	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
23	img/6900.jpg	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
24	img/9367.jpg	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
25	img/7751.jpg	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
26	img/7238.jpg	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
27	img/6969.jpg	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
28	img/8372.jpg	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
29	img/7233.jpg	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
30	img/6431.jpg	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
31	img/6802.jpg	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
32	img/8367.jpg	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
33	img/6965.jpg	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
34	img/8447.jpg	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
35	img/9055.jpg	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
36	img/6416.jpg	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
37	img/9036.jpg	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
38	img/8879.jpg	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
39	img/8917.jpg	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
40	img/7434.jpg	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
41	img/9103.jpg	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
42	img/6469.jpg	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
43	img/9108.jpg	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
44	img/6559.jpg	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
45	img/8401.jpg	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
46	img/6468.jpg	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
47	img/8362.jpg	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
48	img/8464.jpg	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
49	img/6807.jpg	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
50	img/9725.jpg	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
