id	camera_l	depth	semantic	qw	qx	qy	qz	tx	ty	tz
-1	CityPark_8/images/000000.png	CityPark_8/depth/000000.png	CityPark_8/seg_id/000000.png	1.000000	0.000000	0.000000	0.000000	0.000100	0.000100	0.000100
0	CityPark_8/images/000002.png	CityPark_8/depth/000002.png	CityPark_8/seg_id/000002.png	1.000000	0.000000	0.000000	0.000000	2.679719	0.001655	-0.002128
1	CityPark_8/images/000004.png	CityPark_8/depth/000004.png	CityPark_8/seg_id/000004.png	1.000000	0.000000	0.000000	0.000000	2.683680	0.002800	-0.002140
2	CityPark_8/images/000006.png	CityPark_8/depth/000006.png	CityPark_8/seg_id/000006.png	1.000000	0.000000	0.000000	0.000000	2.796787	0.001921	-0.002222
3	CityPark_8/images/000008.png	CityPark_8/depth/000008.png	CityPark_8/seg_id/000008.png	1.000000	0.000000	0.000000	0.000000	2.660695	0.001962	-0.002115
4	CityPark_8/images/000010.png	CityPark_8/depth/000010.png	CityPark_8/seg_id/000010.png	1.000000	0.000000	0.000000	0.000000	2.781760	0.002374	-0.002214
5	CityPark_8/images/000012.png	CityPark_8/depth/000012.png	CityPark_8/seg_id/000012.png	1.000000	0.000000	0.000000	0.000000	2.638673	0.002159	-0.002099
6	CityPark_8/images/000014.png	CityPark_8/depth/000014.png	CityPark_8/seg_id/000014.png	1.000000	0.000000	0.000000	0.000000	2.700705	0.002420	-0.002150
7	CityPark_8/images/000016.png	CityPark_8/depth/000016.png	CityPark_8/seg_id/000016.png	1.000000	0.000000	0.000000	0.000000	2.628680	0.001795	-0.002088
8	CityPark_8/images/000018.png	CityPark_8/depth/000018.png	CityPark_8/seg_id/000018.png	1.000000	0.000000	0.000000	0.000000	2.594629	0.002555	-0.002067
9	CityPark_8/images/000020.png	CityPark_8/depth/000020.png	CityPark_8/seg_id/000020.png	1.000000	0.000000	0.000000	0.000000	2.565649	0.001498	-0.002036
10	CityPark_8/images/000022.png	CityPark_8/depth/000022.png	CityPark_8/seg_id/000022.png	1.000000	0.000000	0.000000	0.000000	2.568610	0.002606	-0.002047
11	CityPark_8/images/000024.png	CityPark_8/depth/000024.png	CityPark_8/seg_id/000024.png	1.000000	0.000000	0.000000	0.000000	2.587671	0.001300	-0.002052
12	CityPark_8/images/000026.png	CityPark_8/depth/000026.png	CityPark_8/seg_id/000026.png	1.000000	0.000000	0.000000	0.000000	2.582637	0.002117	-0.002055
13	CityPark_8/images/000028.png	CityPark_8/depth/000028.png	CityPark_8/seg_id/000028.png	1.000000	0.000000	0.000000	0.000000	2.567611	0.002570	-0.002046
14	CityPark_8/images/000030.png	CityPark_8/depth/000030.png	CityPark_8/seg_id/000030.png	1.000000	0.000000	0.000000	0.000000	2.504616	0.001274	-0.001986
15	CityPark_8/images/000032.png	CityPark_8/depth/000032.png	CityPark_8/seg_id/000032.png	1.000000	0.000000	0.000000	0.000000	2.535596	0.002403	-0.002020
16	CityPark_8/images/000034.png	CityPark_8/depth/000034.png	CityPark_8/seg_id/000034.png	1.000000	0.000000	0.000000	0.000000	2.569646	0.001644	-0.002041
17	CityPark_8/images/000036.png	CityPark_8/depth/000036.png	CityPark_8/seg_id/000036.png	1.000000	0.000000	0.000000	0.000000	2.597627	0.002664	-0.002071
18	CityPark_8/images/000038.png	CityPark_8/depth/000038.png	CityPark_8/seg_id/000038.png	1.000000	0.000000	0.000000	0.000000	2.582637	0.002117	-0.002055
19	CityPark_8/images/000040.png	CityPark_8/depth/000040.png	CityPark_8/seg_id/000040.png	1.000000	0.000000	0.000000	0.000000	2.595665	0.001592	-0.002061
20	CityPark_8/images/000042.png	CityPark_8/depth/000042.png	CityPark_8/seg_id/000042.png	1.000000	0.000000	0.000000	0.000000	2.602661	0.001847	-0.002068
21	CityPark_8/images/000044.png	CityPark_8/depth/000044.png	CityPark_8/seg_id/000044.png	1.000000	0.000000	0.000000	0.000000	2.521569	0.002892	-0.002012
22	CityPark_8/images/000046.png	CityPark_8/depth/000046.png	CityPark_8/seg_id/000046.png	1.000000	0.000000	0.000000	0.000000	2.499620	0.001091	-0.001981
23	CityPark_8/images/000048.png	CityPark_8/depth/000048.png	CityPark_8/seg_id/000048.png	1.000000	0.000000	0.000000	0.000000	2.723726	0.002259	-0.002167
24	CityPark_8/images/000050.png	CityPark_8/depth/000050.png	CityPark_8/seg_id/000050.png	1.000000	0.000000	0.000000	0.000000	2.661658	0.002997	-0.002124
25	CityPark_8/images/000052.png	CityPark_8/depth/000052.png	CityPark_8/seg_id/000052.png	1.000000	0.000000	0.000000	0.000000	2.568647	0.001607	-0.002040
26	CityPark_8/images/000054.png	CityPark_8/depth/000054.png	CityPark_8/seg_id/000054.png	1.000000	0.000000	0.000000	0.000000	2.538630	0.001513	-0.002015
27	CityPark_8/images/000056.png	CityPark_8/depth/000056.png	CityPark_8/seg_id/000056.png	1.000000	0.000000	0.000000	0.000000	2.667690	0.002217	-0.002122
28	CityPark_8/images/000058.png	CityPark_8/depth/000058.png	CityPark_8/seg_id/000058.png	1.000000	0.000000	0.000000	0.000000	2.563614	0.002424	-0.002042
29	CityPark_8/images/000060.png	CityPark_8/depth/000060.png	CityPark_8/seg_id/000060.png	0.999048	0.000049	0.000339	0.043618	2.498068	0.071079	-0.002523
30	CityPark_8/images/000062.png	CityPark_8/depth/000062.png	CityPark_8/seg_id/000062.png	1.000000	-0.000011	-0.000000	-0.000000	2.999006	0.002672	-0.002387
31	CityPark_8/images/000064.png	CityPark_8/depth/000064.png	CityPark_8/seg_id/000064.png	1.000000	0.000000	0.000000	0.000000	2.494285	0.001310	-0.001979
32	CityPark_8/images/000066.png	CityPark_8/depth/000066.png	CityPark_8/seg_id/000066.png	0.999962	0.000016	-0.000068	-0.008726	2.562401	0.001851	-0.002037
33	CityPark_8/images/000068.png	CityPark_8/depth/000068.png	CityPark_8/seg_id/000068.png	0.998630	-0.000015	-0.000410	-0.052335	2.526959	-0.103345	-0.001186
34	CityPark_8/images/000070.png	CityPark_8/depth/000070.png	CityPark_8/seg_id/000070.png	1.000000	0.000000	0.000000	0.000000	2.543305	0.002336	-0.002025
35	CityPark_8/images/000072.png	CityPark_8/depth/000072.png	CityPark_8/seg_id/000072.png	0.999391	-0.000020	-0.000275	-0.034899	2.811911	-0.080722	-0.001584
36	CityPark_8/images/000074.png	CityPark_8/depth/000074.png	CityPark_8/seg_id/000074.png	1.000000	0.000026	-0.000000	-0.000002	2.641894	0.002753	-0.002106
37	CityPark_8/images/000076.png	CityPark_8/depth/000076.png	CityPark_8/seg_id/000076.png	0.999048	0.000014	-0.000348	-0.043628	2.619329	-0.108517	-0.001206
38	CityPark_8/images/000078.png	CityPark_8/depth/000078.png	CityPark_8/seg_id/000078.png	1.000000	0.000015	-0.000000	-0.000004	2.667807	0.002265	-0.002123
39	CityPark_8/images/000080.png	CityPark_8/depth/000080.png	CityPark_8/seg_id/000080.png	1.000000	0.000000	0.000000	0.000000	2.615641	0.001449	-0.002075
40	CityPark_8/images/000082.png	CityPark_8/depth/000082.png	CityPark_8/seg_id/000082.png	1.000000	0.000000	0.000000	0.000000	2.582661	0.001993	-0.002053
41	CityPark_8/images/000084.png	CityPark_8/depth/000084.png	CityPark_8/seg_id/000084.png	1.000000	0.000000	0.000000	0.000000	2.613467	0.001970	-0.002077
42	CityPark_8/images/000086.png	CityPark_8/depth/000086.png	CityPark_8/seg_id/000086.png	1.000000	0.000000	0.000000	0.000000	2.678974	0.002829	-0.002136
43	CityPark_8/images/000088.png	CityPark_8/depth/000088.png	CityPark_8/seg_id/000088.png	1.000000	0.000000	0.000000	0.000000	2.674104	0.001697	-0.002123
44	CityPark_8/images/000090.png	CityPark_8/depth/000090.png	CityPark_8/seg_id/000090.png	1.000000	0.000000	0.000000	0.000000	2.540461	0.002448	-0.002024
45	CityPark_8/images/000092.png	CityPark_8/depth/000092.png	CityPark_8/seg_id/000092.png	1.000000	0.000000	0.000000	0.000000	2.515953	0.001882	-0.002000
46	CityPark_8/images/000094.png	CityPark_8/depth/000094.png	CityPark_8/seg_id/000094.png	1.000000	0.000000	0.000000	0.000000	2.601099	0.002174	-0.002069
47	CityPark_8/images/000096.png	CityPark_8/depth/000096.png	CityPark_8/seg_id/000096.png	1.000000	0.000000	0.000000	0.000000	2.609344	0.002038	-0.002075
48	CityPark_8/images/000098.png	CityPark_8/depth/000098.png	CityPark_8/seg_id/000098.png	1.000000	0.000000	0.000000	0.000000	2.551855	0.002017	-0.002029
49	CityPark_8/images/000100.png	CityPark_8/depth/000100.png	CityPark_8/seg_id/000100.png	1.000000	0.000000	0.000000	0.000000	2.592854	0.002310	-0.002064
50	CityPark_8/images/000102.png	CityPark_8/depth/000102.png	CityPark_8/seg_id/000102.png	1.000000	0.000000	0.000000	0.000000	2.725296	0.002307	-0.002168
51	CityPark_8/images/000104.png	CityPark_8/depth/000104.png	CityPark_8/seg_id/000104.png	1.000000	0.000000	0.000000	0.000000	2.747110	0.001219	-0.002177
52	CityPark_8/images/000106.png	CityPark_8/depth/000106.png	CityPark_8/seg_id/000106.png	1.000000	0.000000	0.000000	0.000000	2.521049	0.002040	-0.002005
53	CityPark_8/images/000108.png	CityPark_8/depth/000108.png	CityPark_8/seg_id/000108.png	1.000000	0.000000	0.000000	0.000000	2.478850	0.002494	-0.001976
54	CityPark_8/images/000110.png	CityPark_8/depth/000110.png	CityPark_8/seg_id/000110.png	1.000000	0.000000	0.000000	0.000000	2.621712	0.001834	-0.002083
55	CityPark_8/images/000112.png	CityPark_8/depth/000112.png	CityPark_8/seg_id/000112.png	1.000000	0.000000	0.000000	0.000000	2.518875	0.002561	-0.002008
56	CityPark_8/images/000114.png	CityPark_8/depth/000114.png	CityPark_8/seg_id/000114.png	1.000000	0.000000	0.000000	0.000000	2.470831	0.001657	-0.001962
57	CityPark_8/images/000116.png	CityPark_8/depth/000116.png	CityPark_8/seg_id/000116.png	1.000000	0.000000	0.000000	0.000000	2.515953	0.001882	-0.002000
