id	camera_l	depth	semantic	qw	qx	qy	qz	tx	ty	tz
-1	OakForest_1/images/000000.png	OakForest_1/depth/000000.png	OakForest_1/seg_id/000000.png	1.000000	0.000000	0.000000	0.000000	0.000100	0.000100	0.000100
0	OakForest_1/images/000001.png	OakForest_1/depth/000001.png	OakForest_1/seg_id/000001.png	1.000000	0.000000	0.000000	0.000000	1.026299	0.000817	-0.000817
1	OakForest_1/images/000002.png	OakForest_1/depth/000002.png	OakForest_1/seg_id/000002.png	1.000000	0.000000	0.000000	0.000000	1.240599	0.000988	-0.000988
2	OakForest_1/images/000003.png	OakForest_1/depth/000003.png	OakForest_1/seg_id/000003.png	1.000000	0.000000	0.000000	0.000000	1.247199	0.000993	-0.000993
3	OakForest_1/images/000004.png	OakForest_1/depth/000004.png	OakForest_1/seg_id/000004.png	1.000000	0.000000	0.000000	0.000000	1.251799	0.000997	-0.000997
4	OakForest_1/images/000005.png	OakForest_1/depth/000005.png	OakForest_1/seg_id/000005.png	1.000000	0.000000	0.000000	0.000000	1.265499	0.001008	-0.001008
5	OakForest_1/images/000006.png	OakForest_1/depth/000006.png	OakForest_1/seg_id/000006.png	1.000000	0.000000	0.000000	0.000000	1.261799	0.001005	-0.001005
6	OakForest_1/images/000007.png	OakForest_1/depth/000007.png	OakForest_1/seg_id/000007.png	1.000000	0.000000	0.000000	0.000000	1.062899	0.000846	-0.000846
7	OakForest_1/images/000008.png	OakForest_1/depth/000008.png	OakForest_1/seg_id/000008.png	1.000000	0.000000	0.000000	0.000000	1.253999	0.000999	-0.000999
8	OakForest_1/images/000009.png	OakForest_1/depth/000009.png	OakForest_1/seg_id/000009.png	1.000000	0.000000	0.000000	0.000000	1.249199	0.000995	-0.000995
9	OakForest_1/images/000010.png	OakForest_1/depth/000010.png	OakForest_1/seg_id/000010.png	1.000000	0.000000	0.000000	0.000000	1.251899	0.000997	-0.000997
10	OakForest_1/images/000011.png	OakForest_1/depth/000011.png	OakForest_1/seg_id/000011.png	1.000000	0.000000	0.000000	0.000000	1.031099	0.000821	-0.000821
11	OakForest_1/images/000012.png	OakForest_1/depth/000012.png	OakForest_1/seg_id/000012.png	1.000000	0.000000	0.000000	0.000000	1.069399	0.000852	-0.000852
12	OakForest_1/images/000013.png	OakForest_1/depth/000013.png	OakForest_1/seg_id/000013.png	0.999962	0.000007	0.000000	0.008727	1.228599	0.000978	-0.000978
13	OakForest_1/images/000014.png	OakForest_1/depth/000014.png	OakForest_1/seg_id/000014.png	0.999048	0.000035	0.000000	0.043619	1.326806	0.055384	-0.001057
14	OakForest_1/images/000015.png	OakForest_1/depth/000015.png	OakForest_1/seg_id/000015.png	0.999657	0.000021	0.000000	0.026177	1.277585	0.043304	-0.001017
15	OakForest_1/images/000016.png	OakForest_1/depth/000016.png	OakForest_1/seg_id/000016.png	1.000000	0.000000	0.000000	0.000001	1.259303	0.000995	-0.001003
16	OakForest_1/images/000017.png	OakForest_1/depth/000017.png	OakForest_1/seg_id/000017.png	1.000000	0.000000	0.000000	0.000000	1.219514	0.000967	-0.000971
17	OakForest_1/images/000018.png	OakForest_1/depth/000018.png	OakForest_1/seg_id/000018.png	1.000000	0.000000	0.000000	0.000000	1.287656	0.001038	-0.001025
18	OakForest_1/images/000019.png	OakForest_1/depth/000019.png	OakForest_1/seg_id/000019.png	1.000000	0.000000	0.000000	0.000000	1.849468	0.001459	-0.001473
19	OakForest_1/images/000020.png	OakForest_1/depth/000020.png	OakForest_1/seg_id/000020.png	1.000000	0.000000	0.000000	0.000000	1.402366	0.001120	-0.001117
20	OakForest_1/images/000021.png	OakForest_1/depth/000021.png	OakForest_1/seg_id/000021.png	1.000000	0.000000	0.000000	0.000000	1.042234	0.000843	-0.000830
21	OakForest_1/images/000022.png	OakForest_1/depth/000022.png	OakForest_1/seg_id/000022.png	1.000000	0.000000	0.000000	0.000000	1.290690	0.001022	-0.001028
22	OakForest_1/images/000023.png	OakForest_1/depth/000023.png	OakForest_1/seg_id/000023.png	1.000000	0.000000	0.000000	0.000000	1.004569	0.000805	-0.000800
23	OakForest_1/images/000024.png	OakForest_1/depth/000024.png	OakForest_1/seg_id/000024.png	1.000000	0.000000	0.000000	0.000000	1.275907	0.001003	-0.001016
24	OakForest_1/images/000025.png	OakForest_1/depth/000025.png	OakForest_1/seg_id/000025.png	1.000000	0.000000	0.000000	0.000000	1.248471	0.000993	-0.000994
25	OakForest_1/images/000026.png	OakForest_1/depth/000026.png	OakForest_1/seg_id/000026.png	1.000000	0.000000	0.000000	0.000000	1.249281	0.000997	-0.000995
26	OakForest_1/images/000027.png	OakForest_1/depth/000027.png	OakForest_1/seg_id/000027.png	1.000000	0.000000	0.000000	0.000000	1.254546	0.000998	-0.000999
27	OakForest_1/images/000028.png	OakForest_1/depth/000028.png	OakForest_1/seg_id/000028.png	1.000000	0.000000	0.000000	0.000000	1.292819	0.001041	-0.001030
28	OakForest_1/images/000029.png	OakForest_1/depth/000029.png	OakForest_1/seg_id/000029.png	1.000000	0.000000	0.000000	0.000000	1.272264	0.001010	-0.001013
29	OakForest_1/images/000030.png	OakForest_1/depth/000030.png	OakForest_1/seg_id/000030.png	1.000000	0.000000	0.000000	0.000000	1.276212	0.001015	-0.001016
30	OakForest_1/images/000031.png	OakForest_1/depth/000031.png	OakForest_1/seg_id/000031.png	1.000000	0.000000	0.000000	0.000000	1.617412	0.001280	-0.001288
31	OakForest_1/images/000032.png	OakForest_1/depth/000032.png	OakForest_1/seg_id/000032.png	1.000000	0.000000	0.000000	0.000000	1.556160	0.001243	-0.001239
32	OakForest_1/images/000033.png	OakForest_1/depth/000033.png	OakForest_1/seg_id/000033.png	1.000000	0.000000	0.000000	0.000000	1.281275	0.001017	-0.001020
33	OakForest_1/images/000034.png	OakForest_1/depth/000034.png	OakForest_1/seg_id/000034.png	1.000000	0.000000	0.000000	0.000000	1.843903	0.001478	-0.001468
34	OakForest_1/images/000035.png	OakForest_1/depth/000035.png	OakForest_1/seg_id/000035.png	1.000000	0.000000	0.000000	0.000000	0.471403	0.000369	-0.000375
35	OakForest_1/images/000036.png	OakForest_1/depth/000036.png	OakForest_1/seg_id/000036.png	1.000000	0.000000	0.000000	0.000000	0.000100	0.000100	0.000100
