id	camera_l	depth	semantic	qw	qx	qy	qz	tx	ty	tz
-1	RuralAust1_2/images/000000.png	RuralAust1_2/depth/000000.png	RuralAust1_2/seg_id/000000.png	1.000000	0.000000	0.000000	0.000000	0.000100	0.000100	0.000100
0	RuralAust1_2/images/000003.png	RuralAust1_2/depth/000003.png	RuralAust1_2/seg_id/000003.png	1.000000	0.000000	0.000000	0.000000	2.225761	0.001722	-0.001771
1	RuralAust1_2/images/000006.png	RuralAust1_2/depth/000006.png	RuralAust1_2/seg_id/000006.png	1.000000	0.000000	0.000000	0.000000	2.271315	0.001889	-0.001805
2	RuralAust1_2/images/000009.png	RuralAust1_2/depth/000009.png	RuralAust1_2/seg_id/000009.png	1.000000	0.000000	0.000000	0.000000	2.176413	0.001646	-0.001733
3	RuralAust1_2/images/000012.png	RuralAust1_2/depth/000012.png	RuralAust1_2/seg_id/000012.png	1.000000	0.000000	0.000000	0.000000	2.226268	0.001773	-0.001771
4	RuralAust1_2/images/000015.png	RuralAust1_2/depth/000015.png	RuralAust1_2/seg_id/000015.png	1.000000	0.000000	0.000000	0.000000	2.272580	0.001858	-0.001807
5	RuralAust1_2/images/000018.png	RuralAust1_2/depth/000018.png	RuralAust1_2/seg_id/000018.png	1.000000	0.000000	0.000000	0.000000	2.231393	0.001776	-0.001775
6	RuralAust1_2/images/000021.png	RuralAust1_2/depth/000021.png	RuralAust1_2/seg_id/000021.png	1.000000	0.000000	0.000000	0.000000	2.269447	0.001839	-0.001804
7	RuralAust1_2/images/000024.png	RuralAust1_2/depth/000024.png	RuralAust1_2/seg_id/000024.png	1.000000	0.000000	0.000000	0.000000	2.219372	0.001749	-0.001766
8	RuralAust1_2/images/000027.png	RuralAust1_2/depth/000027.png	RuralAust1_2/seg_id/000027.png	1.000000	0.000000	0.000000	0.000000	2.137601	0.001665	-0.001701
9	RuralAust1_2/images/000030.png	RuralAust1_2/depth/000030.png	RuralAust1_2/seg_id/000030.png	1.000000	0.000000	0.000000	0.000000	2.198242	0.001753	-0.001748
10	RuralAust1_2/images/000033.png	RuralAust1_2/depth/000033.png	RuralAust1_2/seg_id/000033.png	0.998630	0.000023	-0.001081	0.052317	2.217329	0.053411	-0.000698
11	RuralAust1_2/images/000036.png	RuralAust1_2/depth/000036.png	RuralAust1_2/seg_id/000036.png	0.999848	-0.000001	-0.000361	0.017445	2.187166	0.069963	-0.000331
12	RuralAust1_2/images/000039.png	RuralAust1_2/depth/000039.png	RuralAust1_2/seg_id/000039.png	1.000000	0.000000	0.000000	0.000000	2.193462	0.001738	-0.001747
