id	camera_l	depth	semantic	qw	qx	qy	qz	tx	ty	tz
-1	OakForest_2/images/000000.png	OakForest_2/depth/000000.png	OakForest_2/seg_id/000000.png	1.000000	0.000000	0.000000	0.000000	0.000100	0.000100	0.000100
0	OakForest_2/images/000002.png	OakForest_2/depth/000002.png	OakForest_2/seg_id/000002.png	1.000000	0.000000	0.000000	0.000000	2.760919	0.002201	-0.002199
1	OakForest_2/images/000004.png	OakForest_2/depth/000004.png	OakForest_2/seg_id/000004.png	1.000000	0.000000	0.000000	0.000000	2.664423	0.002121	-0.002122
2	OakForest_2/images/000006.png	OakForest_2/depth/000006.png	OakForest_2/seg_id/000006.png	1.000000	0.000000	0.000000	0.000000	2.833247	0.002266	-0.002256
3	OakForest_2/images/000008.png	OakForest_2/depth/000008.png	OakForest_2/seg_id/000008.png	1.000000	0.000000	0.000000	0.000000	2.643308	0.002079	-0.002105
4	OakForest_2/images/000010.png	OakForest_2/depth/000010.png	OakForest_2/seg_id/000010.png	0.999048	-0.000035	-0.000000	-0.043622	2.775604	-0.068141	-0.002210
5	OakForest_2/images/000012.png	OakForest_2/depth/000012.png	OakForest_2/seg_id/000012.png	0.999848	-0.000014	-0.000000	-0.017455	2.903093	-0.087457	-0.002312
6	OakForest_2/images/000014.png	OakForest_2/depth/000014.png	OakForest_2/seg_id/000014.png	1.000000	0.000000	0.000000	0.000000	2.649256	0.002099	-0.002110
7	OakForest_2/images/000016.png	OakForest_2/depth/000016.png	OakForest_2/seg_id/000016.png	1.000000	0.000000	0.000000	0.000000	2.649141	0.002113	-0.002110
8	OakForest_2/images/000018.png	OakForest_2/depth/000018.png	OakForest_2/seg_id/000018.png	1.000000	0.000000	0.000000	0.000000	2.489549	0.001970	-0.001982
9	OakForest_2/images/000020.png	OakForest_2/depth/000020.png	OakForest_2/seg_id/000020.png	1.000000	0.000000	0.000000	0.000000	3.520577	0.002823	-0.002804
10	OakForest_2/images/000022.png	OakForest_2/depth/000022.png	OakForest_2/seg_id/000022.png	1.000000	0.000000	0.000000	0.000000	2.656809	0.002107	-0.002116
11	OakForest_2/images/000024.png	OakForest_2/depth/000024.png	OakForest_2/seg_id/000024.png	1.000000	0.000000	0.000000	0.000000	2.649480	0.002089	-0.002110
12	OakForest_2/images/000026.png	OakForest_2/depth/000026.png	OakForest_2/seg_id/000026.png	1.000000	0.000000	0.000000	0.000000	2.728933	0.002193	-0.002173
13	OakForest_2/images/000028.png	OakForest_2/depth/000028.png	OakForest_2/seg_id/000028.png	1.000000	0.000000	0.000000	0.000000	3.044744	0.002428	-0.002425
14	OakForest_2/images/000030.png	OakForest_2/depth/000030.png	OakForest_2/seg_id/000030.png	1.000000	0.000000	0.000000	0.000000	2.934400	0.002349	-0.002337
15	OakForest_2/images/000032.png	OakForest_2/depth/000032.png	OakForest_2/seg_id/000032.png	1.000000	0.000000	0.000000	0.000000	3.914036	0.003036	-0.003117
16	OakForest_2/images/000034.png	OakForest_2/depth/000034.png	OakForest_2/seg_id/000034.png	1.000000	0.000000	0.000000	0.000000	2.776219	0.002235	-0.002211
17	OakForest_2/images/000036.png	OakForest_2/depth/000036.png	OakForest_2/seg_id/000036.png	1.000000	0.000000	0.000000	0.000000	2.806527	0.002289	-0.002235
18	OakForest_2/images/000038.png	OakForest_2/depth/000038.png	OakForest_2/seg_id/000038.png	1.000000	0.000000	0.000000	0.000000	3.919590	0.003105	-0.003121
19	OakForest_2/images/000040.png	OakForest_2/depth/000040.png	OakForest_2/seg_id/000040.png	1.000000	0.000000	0.000000	0.000000	2.584796	0.002015	-0.002058
20	OakForest_2/images/000042.png	OakForest_2/depth/000042.png	OakForest_2/seg_id/000042.png	1.000000	0.000000	0.000000	0.000000	2.858858	0.002315	-0.002277
21	OakForest_2/images/000044.png	OakForest_2/depth/000044.png	OakForest_2/seg_id/000044.png	1.000000	0.000000	0.000000	0.000000	3.657753	0.002895	-0.002913
22	OakForest_2/images/000046.png	OakForest_2/depth/000046.png	OakForest_2/seg_id/000046.png	1.000000	0.000000	0.000000	0.000000	3.513025	0.002815	-0.002798
23	OakForest_2/images/000048.png	OakForest_2/depth/000048.png	OakForest_2/seg_id/000048.png	1.000000	0.000000	0.000000	0.000000	2.923363	0.002298	-0.002328
24	OakForest_2/images/000050.png	OakForest_2/depth/000050.png	OakForest_2/seg_id/000050.png	1.000000	0.000000	0.000000	0.000000	3.590872	0.002838	-0.002860
25	OakForest_2/images/000052.png	OakForest_2/depth/000052.png	OakForest_2/seg_id/000052.png	1.000000	0.000000	0.000000	0.000000	3.357017	0.002739	-0.002673
26	OakForest_2/images/000054.png	OakForest_2/depth/000054.png	OakForest_2/seg_id/000054.png	1.000000	0.000000	0.000000	0.000000	3.071045	0.002382	-0.002446
27	OakForest_2/images/000056.png	OakForest_2/depth/000056.png	OakForest_2/seg_id/000056.png	1.000000	0.000000	0.000000	0.000000	2.645412	0.002124	-0.002107
28	OakForest_2/images/000058.png	OakForest_2/depth/000058.png	OakForest_2/seg_id/000058.png	1.000000	0.000000	0.000000	0.000000	2.667526	0.002136	-0.002124
29	OakForest_2/images/000060.png	OakForest_2/depth/000060.png	OakForest_2/seg_id/000060.png	0.999391	0.000028	0.000000	0.034897	2.291627	0.035458	-0.001825
30	OakForest_2/images/000062.png	OakForest_2/depth/000062.png	OakForest_2/seg_id/000062.png	0.997564	0.000056	0.000000	0.069754	2.299865	0.152499	-0.001831
31	OakForest_2/images/000064.png	OakForest_2/depth/000064.png	OakForest_2/seg_id/000064.png	0.996917	0.000062	-0.000000	0.078458	2.508753	0.190198	-0.001998
32	OakForest_2/images/000066.png	OakForest_2/depth/000066.png	OakForest_2/seg_id/000066.png	0.999391	0.000028	0.000000	0.034900	2.084827	0.101964	-0.001660
33	OakForest_2/images/000068.png	OakForest_2/depth/000068.png	OakForest_2/seg_id/000068.png	1.000000	0.000000	0.000000	0.000000	2.421166	0.001932	-0.001928
34	OakForest_2/images/000070.png	OakForest_2/depth/000070.png	OakForest_2/seg_id/000070.png	1.000000	0.000000	0.000000	0.000000	2.438369	0.001946	-0.001942
35	OakForest_2/images/000072.png	OakForest_2/depth/000072.png	OakForest_2/seg_id/000072.png	1.000000	0.000000	0.000000	0.000000	2.479876	0.002055	-0.001975
36	OakForest_2/images/000074.png	OakForest_2/depth/000074.png	OakForest_2/seg_id/000074.png	1.000000	0.000000	0.000000	0.000000	2.752215	0.002126	-0.002192
37	OakForest_2/images/000076.png	OakForest_2/depth/000076.png	OakForest_2/seg_id/000076.png	1.000000	0.000000	0.000000	0.000000	2.238338	0.001772	-0.001782
38	OakForest_2/images/000078.png	OakForest_2/depth/000078.png	OakForest_2/seg_id/000078.png	1.000000	0.000000	0.000000	0.000000	2.177330	0.001787	-0.001734
39	OakForest_2/images/000080.png	OakForest_2/depth/000080.png	OakForest_2/seg_id/000080.png	1.000000	0.000000	0.000000	0.000000	2.136323	0.001669	-0.001701
40	OakForest_2/images/000082.png	OakForest_2/depth/000082.png	OakForest_2/seg_id/000082.png	1.000000	0.000000	0.000000	0.000000	2.175329	0.001720	-0.001732
41	OakForest_2/images/000084.png	OakForest_2/depth/000084.png	OakForest_2/seg_id/000084.png	1.000000	0.000000	0.000000	0.000000	2.751417	0.002239	-0.002191
42	OakForest_2/images/000086.png	OakForest_2/depth/000086.png	OakForest_2/seg_id/000086.png	1.000000	0.000000	0.000000	0.000000	2.605394	0.002068	-0.002075
43	OakForest_2/images/000088.png	OakForest_2/depth/000088.png	OakForest_2/seg_id/000088.png	0.997564	0.000056	0.000000	0.069757	2.516805	0.147761	-0.002004
44	OakForest_2/images/000090.png	OakForest_2/depth/000090.png	OakForest_2/seg_id/000090.png	0.996917	0.000062	0.000000	0.078461	2.582305	0.191767	-0.002056
45	OakForest_2/images/000092.png	OakForest_2/depth/000092.png	OakForest_2/seg_id/000092.png	1.000000	0.000000	0.000000	0.000001	2.609743	0.002176	-0.002078
46	OakForest_2/images/000094.png	OakForest_2/depth/000094.png	OakForest_2/seg_id/000094.png	1.000000	0.000000	0.000000	0.000000	3.454063	0.002845	-0.002751
47	OakForest_2/images/000096.png	OakForest_2/depth/000096.png	OakForest_2/seg_id/000096.png	1.000000	0.000000	0.000000	0.000000	2.400428	0.001770	-0.001912
48	OakForest_2/images/000098.png	OakForest_2/depth/000098.png	OakForest_2/seg_id/000098.png	1.000000	0.000000	0.000000	0.000000	2.438343	0.001993	-0.001942
49	OakForest_2/images/000100.png	OakForest_2/depth/000100.png	OakForest_2/seg_id/000100.png	1.000000	0.000000	0.000000	0.000000	3.661167	0.002910	-0.002915
50	OakForest_2/images/000102.png	OakForest_2/depth/000102.png	OakForest_2/seg_id/000102.png	1.000000	0.000000	0.000000	0.000000	3.181720	0.002580	-0.002534
51	OakForest_2/images/000104.png	OakForest_2/depth/000104.png	OakForest_2/seg_id/000104.png	1.000000	0.000000	0.000000	0.000000	2.518287	0.002159	-0.002005
52	OakForest_2/images/000106.png	OakForest_2/depth/000106.png	OakForest_2/seg_id/000106.png	1.000000	0.000000	0.000000	0.000000	3.198513	0.002500	-0.002547
