id	camera_l	depth	semantic	qw	qx	qy	qz	tx	ty	tz
-1	CityPark_4/images/000000.png	CityPark_4/depth/000000.png	CityPark_4/seg_id/000000.png	1.000000	0.000000	0.000000	0.000000	0.000100	0.000100	0.000100
0	CityPark_4/images/000001.png	CityPark_4/depth/000001.png	CityPark_4/seg_id/000001.png	1.000000	0.000000	0.000000	0.000000	0.000100	0.000100	0.000100
1	CityPark_4/images/000002.png	CityPark_4/depth/000002.png	CityPark_4/seg_id/000002.png	1.000000	0.000000	0.000000	0.000000	0.000100	0.000100	0.000100
2	CityPark_4/images/000003.png	CityPark_4/depth/000003.png	CityPark_4/seg_id/000003.png	0.999848	-0.000014	-0.000165	-0.017443	0.000100	0.000100	0.000100
3	CityPark_4/images/000004.png	CityPark_4/depth/000004.png	CityPark_4/seg_id/000004.png	0.999657	-0.000021	-0.000249	-0.026175	-0.432475	0.014757	0.000201
4	CityPark_4/images/000005.png	CityPark_4/depth/000005.png	CityPark_4/seg_id/000005.png	0.999848	-0.000007	-0.000166	-0.017443	-1.006080	0.006974	0.000727
5	CityPark_4/images/000006.png	CityPark_4/depth/000006.png	CityPark_4/seg_id/000006.png	0.999657	-0.000027	-0.000249	-0.026190	-1.761118	0.035034	0.001055
6	CityPark_4/images/000007.png	CityPark_4/depth/000007.png	CityPark_4/seg_id/000007.png	0.999657	-0.000021	-0.000248	-0.026176	-1.488002	0.023195	0.000955
7	CityPark_4/images/000008.png	CityPark_4/depth/000008.png	CityPark_4/seg_id/000008.png	0.999657	-0.000021	-0.000248	-0.026173	-1.457435	0.021670	0.000945
8	CityPark_4/images/000009.png	CityPark_4/depth/000009.png	CityPark_4/seg_id/000009.png	0.999658	-0.000020	-0.000248	-0.026164	-1.486860	0.022221	0.000963
9	CityPark_4/images/000010.png	CityPark_4/depth/000010.png	CityPark_4/seg_id/000010.png	0.999657	-0.000018	-0.000248	-0.026173	-0.588880	-0.000463	0.000469
10	CityPark_4/images/000011.png	CityPark_4/depth/000011.png	CityPark_4/seg_id/000011.png	0.999962	0.000009	-0.000083	-0.008718	0.000100	0.000100	0.000100
11	CityPark_4/images/000012.png	CityPark_4/depth/000012.png	CityPark_4/seg_id/000012.png	0.999658	-0.000011	-0.000250	-0.026165	0.000100	0.000100	0.000100
12	CityPark_4/images/000013.png	CityPark_4/depth/000013.png	CityPark_4/seg_id/000013.png	0.999658	-0.000018	-0.000250	-0.026168	0.000100	0.000100	0.000100
13	CityPark_4/images/000014.png	CityPark_4/depth/000014.png	CityPark_4/seg_id/000014.png	0.999657	-0.000018	-0.000250	-0.026183	1.525587	-0.023617	-0.000977
14	CityPark_4/images/000015.png	CityPark_4/depth/000015.png	CityPark_4/seg_id/000015.png	1.000000	0.000003	-0.000000	0.000003	1.566130	0.001255	-0.001246
15	CityPark_4/images/000016.png	CityPark_4/depth/000016.png	CityPark_4/seg_id/000016.png	1.000000	0.000006	0.000000	0.000008	1.582158	0.001273	-0.001259
16	CityPark_4/images/000017.png	CityPark_4/depth/000017.png	CityPark_4/seg_id/000017.png	0.999962	0.000000	-0.000083	-0.008724	1.623388	0.001299	-0.001292
17	CityPark_4/images/000018.png	CityPark_4/depth/000018.png	CityPark_4/seg_id/000018.png	0.999658	-0.000009	-0.000252	-0.026161	1.586994	-0.023920	-0.001021
18	CityPark_4/images/000019.png	CityPark_4/depth/000019.png	CityPark_4/seg_id/000019.png	0.999658	-0.000002	-0.000252	-0.026156	1.554015	-0.023236	-0.001002
19	CityPark_4/images/000020.png	CityPark_4/depth/000020.png	CityPark_4/seg_id/000020.png	0.999657	-0.000014	-0.000253	-0.026173	1.569092	-0.023537	-0.001009
20	CityPark_4/images/000021.png	CityPark_4/depth/000021.png	CityPark_4/seg_id/000021.png	0.999657	-0.000018	-0.000253	-0.026179	1.566798	-0.023501	-0.001009
21	CityPark_4/images/000022.png	CityPark_4/depth/000022.png	CityPark_4/seg_id/000022.png	0.999657	-0.000021	-0.000253	-0.026175	1.577388	-0.023776	-0.001014
22	CityPark_4/images/000023.png	CityPark_4/depth/000023.png	CityPark_4/seg_id/000023.png	0.999657	-0.000024	-0.000253	-0.026188	1.582086	-0.023023	-0.001025
23	CityPark_4/images/000024.png	CityPark_4/depth/000024.png	CityPark_4/seg_id/000024.png	1.000000	0.000018	0.000001	0.000010	1.527067	0.001236	-0.001216
24	CityPark_4/images/000025.png	CityPark_4/depth/000025.png	CityPark_4/seg_id/000025.png	1.000000	0.000028	-0.000000	0.000015	1.536869	0.001233	-0.001222
25	CityPark_4/images/000026.png	CityPark_4/depth/000026.png	CityPark_4/seg_id/000026.png	1.000000	0.000016	-0.000000	0.000014	1.562409	0.001245	-0.001244
26	CityPark_4/images/000027.png	CityPark_4/depth/000027.png	CityPark_4/seg_id/000027.png	1.000000	0.000009	0.000001	0.000008	1.514680	0.001254	-0.001207
27	CityPark_4/images/000028.png	CityPark_4/depth/000028.png	CityPark_4/seg_id/000028.png	1.000000	0.000006	0.000000	0.000005	1.514113	0.001151	-0.001204
28	CityPark_4/images/000029.png	CityPark_4/depth/000029.png	CityPark_4/seg_id/000029.png	1.000000	0.000021	-0.000001	0.000014	1.549709	0.001285	-0.001233
29	CityPark_4/images/000030.png	CityPark_4/depth/000030.png	CityPark_4/seg_id/000030.png	1.000000	0.000011	0.000001	0.000003	1.551343	0.001223	-0.001236
30	CityPark_4/images/000031.png	CityPark_4/depth/000031.png	CityPark_4/seg_id/000031.png	1.000000	0.000034	-0.000000	0.000019	1.525156	0.001270	-0.001214
31	CityPark_4/images/000032.png	CityPark_4/depth/000032.png	CityPark_4/seg_id/000032.png	0.999962	-0.000010	-0.000087	-0.008730	1.505602	0.001163	-0.001199
32	CityPark_4/images/000033.png	CityPark_4/depth/000033.png	CityPark_4/seg_id/000033.png	0.999657	-0.000012	-0.000260	-0.026175	1.506690	-0.022568	-0.000964
33	CityPark_4/images/000034.png	CityPark_4/depth/000034.png	CityPark_4/seg_id/000034.png	0.999658	0.000004	-0.000261	-0.026159	1.488939	-0.022226	-0.000951
34	CityPark_4/images/000035.png	CityPark_4/depth/000035.png	CityPark_4/seg_id/000035.png	0.999658	0.000009	-0.000263	-0.026158	1.427151	-0.021377	-0.000911
35	CityPark_4/images/000036.png	CityPark_4/depth/000036.png	CityPark_4/seg_id/000036.png	0.999657	0.000003	-0.000264	-0.026171	1.434194	-0.021371	-0.000915
36	CityPark_4/images/000037.png	CityPark_4/depth/000037.png	CityPark_4/seg_id/000037.png	0.999657	-0.000003	-0.000265	-0.026170	1.437850	-0.021150	-0.000918
37	CityPark_4/images/000038.png	CityPark_4/depth/000038.png	CityPark_4/seg_id/000038.png	0.999657	0.000006	-0.000266	-0.026169	1.426570	-0.021130	-0.000909
38	CityPark_4/images/000039.png	CityPark_4/depth/000039.png	CityPark_4/seg_id/000039.png	0.999658	0.000008	-0.000268	-0.026169	1.395676	-0.020624	-0.000887
39	CityPark_4/images/000040.png	CityPark_4/depth/000040.png	CityPark_4/seg_id/000040.png	0.999657	0.000004	-0.000269	-0.026171	1.419486	-0.020930	-0.000903
40	CityPark_4/images/000041.png	CityPark_4/depth/000041.png	CityPark_4/seg_id/000041.png	0.999657	-0.000010	-0.000270	-0.026170	1.376677	-0.020521	-0.000873
41	CityPark_4/images/000042.png	CityPark_4/depth/000042.png	CityPark_4/seg_id/000042.png	0.999657	-0.000014	-0.000271	-0.026173	1.372237	-0.020405	-0.000870
42	CityPark_4/images/000043.png	CityPark_4/depth/000043.png	CityPark_4/seg_id/000043.png	0.999657	-0.000021	-0.000271	-0.026176	1.380832	-0.020621	-0.000874
43	CityPark_4/images/000044.png	CityPark_4/depth/000044.png	CityPark_4/seg_id/000044.png	0.999657	-0.000009	-0.000271	-0.026175	1.361188	-0.020109	-0.000864
44	CityPark_4/images/000045.png	CityPark_4/depth/000045.png	CityPark_4/seg_id/000045.png	0.999657	-0.000003	-0.000272	-0.026176	1.324352	-0.019784	-0.000838
45	CityPark_4/images/000046.png	CityPark_4/depth/000046.png	CityPark_4/seg_id/000046.png	0.999657	-0.000021	-0.000272	-0.026176	1.320715	-0.019995	-0.000832
46	CityPark_4/images/000047.png	CityPark_4/depth/000047.png	CityPark_4/seg_id/000047.png	0.999962	0.000002	-0.000091	-0.008728	1.356829	-0.013115	-0.000932
47	CityPark_4/images/000048.png	CityPark_4/depth/000048.png	CityPark_4/seg_id/000048.png	1.000000	-0.000003	-0.000000	-0.000000	1.361891	0.001052	-0.001084
48	CityPark_4/images/000049.png	CityPark_4/depth/000049.png	CityPark_4/seg_id/000049.png	1.000000	0.000000	0.000000	0.000000	1.351025	0.001099	-0.001076
49	CityPark_4/images/000050.png	CityPark_4/depth/000050.png	CityPark_4/seg_id/000050.png	0.999848	-0.000011	-0.000182	-0.017451	1.379673	-0.006300	-0.001021
50	CityPark_4/images/000051.png	CityPark_4/depth/000051.png	CityPark_4/seg_id/000051.png	0.999657	-0.000023	-0.000273	-0.026178	1.365440	-0.020080	-0.000866
51	CityPark_4/images/000052.png	CityPark_4/depth/000052.png	CityPark_4/seg_id/000052.png	0.999657	-0.000007	-0.000273	-0.026179	1.326093	-0.019731	-0.000839
52	CityPark_4/images/000053.png	CityPark_4/depth/000053.png	CityPark_4/seg_id/000053.png	0.999657	-0.000012	-0.000274	-0.026178	1.377504	-0.020596	-0.000870
53	CityPark_4/images/000054.png	CityPark_4/depth/000054.png	CityPark_4/seg_id/000054.png	0.999657	0.000003	-0.000275	-0.026183	1.429549	-0.021661	-0.000901
54	CityPark_4/images/000055.png	CityPark_4/depth/000055.png	CityPark_4/seg_id/000055.png	0.999657	-0.000015	-0.000275	-0.026177	1.446397	-0.021574	-0.000914
55	CityPark_4/images/000056.png	CityPark_4/depth/000056.png	CityPark_4/seg_id/000056.png	1.000000	0.000005	0.000000	0.000001	1.474641	0.001231	-0.001174
56	CityPark_4/images/000057.png	CityPark_4/depth/000057.png	CityPark_4/seg_id/000057.png	1.000000	0.000006	-0.000000	0.000001	1.489780	0.001163	-0.001185
57	CityPark_4/images/000058.png	CityPark_4/depth/000058.png	CityPark_4/seg_id/000058.png	1.000000	0.000006	0.000000	-0.000001	1.494127	0.001164	-0.001189
58	CityPark_4/images/000059.png	CityPark_4/depth/000059.png	CityPark_4/seg_id/000059.png	1.000000	0.000022	-0.000000	-0.000008	1.458464	0.001176	-0.001160
