id	camera_l	depth	semantic	qw	qx	qy	qz	tx	ty	tz
-1	CityPark_2/images/000000.png	CityPark_2/depth/000000.png	CityPark_2/seg_id/000000.png	1.000000	0.000000	0.000000	0.000000	0.000100	0.000100	0.000100
0	CityPark_2/images/000002.png	CityPark_2/depth/000002.png	CityPark_2/seg_id/000002.png	1.000000	0.000000	0.000000	0.000000	0.000100	0.000100	0.000100
1	CityPark_2/images/000004.png	CityPark_2/depth/000004.png	CityPark_2/seg_id/000004.png	1.000000	0.000000	0.000000	0.000000	0.000100	0.000100	0.000100
2	CityPark_2/images/000006.png	CityPark_2/depth/000006.png	CityPark_2/seg_id/000006.png	0.999962	-0.000017	0.000099	-0.008718	0.000100	0.000100	0.000100
3	CityPark_2/images/000008.png	CityPark_2/depth/000008.png	CityPark_2/seg_id/000008.png	0.998629	-0.000043	0.000594	-0.052340	-1.245029	0.084533	0.001963
4	CityPark_2/images/000010.png	CityPark_2/depth/000010.png	CityPark_2/seg_id/000010.png	0.998629	-0.000036	0.000594	-0.052338	-2.430662	0.101219	0.003107
5	CityPark_2/images/000012.png	CityPark_2/depth/000012.png	CityPark_2/seg_id/000012.png	0.999392	-0.000052	0.000396	-0.034864	-2.337054	0.089278	0.002896
6	CityPark_2/images/000014.png	CityPark_2/depth/000014.png	CityPark_2/seg_id/000014.png	1.000000	0.000013	0.000001	-0.000008	-2.346062	-0.001838	0.001870
7	CityPark_2/images/000016.png	CityPark_2/depth/000016.png	CityPark_2/seg_id/000016.png	1.000000	0.000000	0.000000	0.000000	-2.378950	-0.001898	0.001892
8	CityPark_2/images/000018.png	CityPark_2/depth/000018.png	CityPark_2/seg_id/000018.png	1.000000	0.000000	0.000000	0.000000	-2.749325	-0.002184	0.002187
9	CityPark_2/images/000020.png	CityPark_2/depth/000020.png	CityPark_2/seg_id/000020.png	1.000000	0.000000	0.000000	0.000000	-2.371239	-0.001879	0.001886
10	CityPark_2/images/000022.png	CityPark_2/depth/000022.png	CityPark_2/seg_id/000022.png	1.000000	0.000000	0.000000	0.000000	-2.338448	-0.001869	0.001860
11	CityPark_2/images/000024.png	CityPark_2/depth/000024.png	CityPark_2/seg_id/000024.png	1.000000	0.000000	0.000000	0.000000	-2.356967	-0.001887	0.001875
12	CityPark_2/images/000026.png	CityPark_2/depth/000026.png	CityPark_2/seg_id/000026.png	1.000000	0.000000	0.000000	0.000000	-2.397834	-0.001923	0.001907
13	CityPark_2/images/000028.png	CityPark_2/depth/000028.png	CityPark_2/seg_id/000028.png	1.000000	0.000000	0.000000	0.000000	-2.416656	-0.001912	0.001923
14	CityPark_2/images/000030.png	CityPark_2/depth/000030.png	CityPark_2/seg_id/000030.png	1.000000	0.000000	0.000000	0.000000	-2.475014	-0.001988	0.001969
15	CityPark_2/images/000032.png	CityPark_2/depth/000032.png	CityPark_2/seg_id/000032.png	1.000000	0.000000	0.000000	0.000000	-2.393897	-0.001898	0.001904
16	CityPark_2/images/000034.png	CityPark_2/depth/000034.png	CityPark_2/seg_id/000034.png	1.000000	0.000000	0.000000	0.000000	-2.349307	-0.001864	0.001869
17	CityPark_2/images/000036.png	CityPark_2/depth/000036.png	CityPark_2/seg_id/000036.png	1.000000	0.000000	0.000000	0.000000	-2.313204	-0.001851	0.001840
18	CityPark_2/images/000038.png	CityPark_2/depth/000038.png	CityPark_2/seg_id/000038.png	1.000000	0.000000	0.000000	0.000000	-2.278537	-0.001789	0.001813
19	CityPark_2/images/000040.png	CityPark_2/depth/000040.png	CityPark_2/seg_id/000040.png	1.000000	0.000000	0.000000	0.000000	-2.284360	-0.001905	0.001816
20	CityPark_2/images/000042.png	CityPark_2/depth/000042.png	CityPark_2/seg_id/000042.png	1.000000	0.000000	0.000000	0.000000	-2.381261	-0.001836	0.001895
21	CityPark_2/images/000044.png	CityPark_2/depth/000044.png	CityPark_2/seg_id/000044.png	1.000000	0.000000	0.000000	0.000000	-2.354264	-0.001836	0.001873
22	CityPark_2/images/000046.png	CityPark_2/depth/000046.png	CityPark_2/seg_id/000046.png	1.000000	0.000000	0.000000	0.000000	-2.372094	-0.001983	0.001886
23	CityPark_2/images/000048.png	CityPark_2/depth/000048.png	CityPark_2/seg_id/000048.png	1.000000	0.000000	0.000000	0.000000	-2.287730	-0.001738	0.001821
24	CityPark_2/images/000050.png	CityPark_2/depth/000050.png	CityPark_2/seg_id/000050.png	1.000000	0.000000	0.000000	0.000000	-2.326881	-0.001938	0.001850
25	CityPark_2/images/000052.png	CityPark_2/depth/000052.png	CityPark_2/seg_id/000052.png	1.000000	0.000000	0.000000	0.000000	-2.399793	-0.001901	0.001909
26	CityPark_2/images/000054.png	CityPark_2/depth/000054.png	CityPark_2/seg_id/000054.png	1.000000	0.000000	0.000000	0.000000	-2.306990	-0.001818	0.001835
27	CityPark_2/images/000056.png	CityPark_2/depth/000056.png	CityPark_2/seg_id/000056.png	0.999962	-0.000004	0.000099	-0.008726	-2.294886	-0.001811	0.001826
28	CityPark_2/images/000058.png	CityPark_2/depth/000058.png	CityPark_2/seg_id/000058.png	0.999659	-0.000063	0.000298	-0.026127	-2.417183	0.081170	0.002869
29	CityPark_2/images/000060.png	CityPark_2/depth/000060.png	CityPark_2/seg_id/000060.png	1.000000	-0.000026	-0.000001	0.000033	-2.398984	-0.002035	0.001907
30	CityPark_2/images/000062.png	CityPark_2/depth/000062.png	CityPark_2/seg_id/000062.png	1.000000	-0.000018	-0.000000	0.000022	-2.788383	-0.002298	0.002220
31	CityPark_2/images/000064.png	CityPark_2/depth/000064.png	CityPark_2/seg_id/000064.png	1.000000	0.000000	0.000000	0.000000	-3.451275	-0.002739	0.002750
32	CityPark_2/images/000066.png	CityPark_2/depth/000066.png	CityPark_2/seg_id/000066.png	1.000000	0.000000	0.000000	0.000000	-2.728605	-0.002095	0.002175
33	CityPark_2/images/000068.png	CityPark_2/depth/000068.png	CityPark_2/seg_id/000068.png	1.000000	0.000000	0.000000	0.000000	-2.939612	-0.002388	0.002341
34	CityPark_2/images/000070.png	CityPark_2/depth/000070.png	CityPark_2/seg_id/000070.png	1.000000	0.000000	0.000000	0.000000	-2.794796	-0.002170	0.002227
35	CityPark_2/images/000072.png	CityPark_2/depth/000072.png	CityPark_2/seg_id/000072.png	1.000000	0.000000	0.000000	0.000000	-2.886346	-0.002286	0.002300
36	CityPark_2/images/000074.png	CityPark_2/depth/000074.png	CityPark_2/seg_id/000074.png	1.000000	0.000000	0.000000	0.000000	-2.960597	-0.002450	0.002358
37	CityPark_2/images/000076.png	CityPark_2/depth/000076.png	CityPark_2/seg_id/000076.png	1.000000	0.000000	0.000000	0.000000	-2.885424	-0.002258	0.002299
38	CityPark_2/images/000078.png	CityPark_2/depth/000078.png	CityPark_2/seg_id/000078.png	0.999391	-0.000041	0.000403	-0.034895	-2.950216	0.079554	0.003295
39	CityPark_2/images/000080.png	CityPark_2/depth/000080.png	CityPark_2/seg_id/000080.png	1.000000	-0.000016	-0.000001	0.000014	-2.892443	-0.002305	0.002300
40	CityPark_2/images/000082.png	CityPark_2/depth/000082.png	CityPark_2/seg_id/000082.png	1.000000	-0.000046	-0.000000	0.000036	-2.812588	-0.002314	0.002239
41	CityPark_2/images/000084.png	CityPark_2/depth/000084.png	CityPark_2/seg_id/000084.png	1.000000	-0.000048	0.000000	0.000045	-2.805964	-0.002299	0.002234
42	CityPark_2/images/000086.png	CityPark_2/depth/000086.png	CityPark_2/seg_id/000086.png	1.000000	-0.000049	-0.000001	0.000046	-2.850913	-0.002304	0.002266
43	CityPark_2/images/000088.png	CityPark_2/depth/000088.png	CityPark_2/seg_id/000088.png	1.000000	-0.000045	-0.000001	0.000034	-2.881883	-0.002461	0.002291
44	CityPark_2/images/000090.png	CityPark_2/depth/000090.png	CityPark_2/seg_id/000090.png	1.000000	-0.000032	0.000000	0.000038	-3.000648	-0.002420	0.002388
45	CityPark_2/images/000092.png	CityPark_2/depth/000092.png	CityPark_2/seg_id/000092.png	1.000000	-0.000032	-0.000001	0.000037	-2.430566	-0.002036	0.001930
46	CityPark_2/images/000094.png	CityPark_2/depth/000094.png	CityPark_2/seg_id/000094.png	1.000000	-0.000037	-0.000000	0.000038	-3.271675	-0.002756	0.002604
47	CityPark_2/images/000096.png	CityPark_2/depth/000096.png	CityPark_2/seg_id/000096.png	1.000000	-0.000017	-0.000001	0.000015	-2.880863	-0.002341	0.002291
48	CityPark_2/images/000098.png	CityPark_2/depth/000098.png	CityPark_2/seg_id/000098.png	1.000000	-0.000049	-0.000000	0.000048	-2.879871	-0.002377	0.002292
49	CityPark_2/images/000100.png	CityPark_2/depth/000100.png	CityPark_2/seg_id/000100.png	1.000000	-0.000015	-0.000000	0.000004	-2.921199	-0.002365	0.002324
50	CityPark_2/images/000102.png	CityPark_2/depth/000102.png	CityPark_2/seg_id/000102.png	1.000000	0.000010	0.000000	0.000005	-2.951414	-0.002332	0.002349
51	CityPark_2/images/000104.png	CityPark_2/depth/000104.png	CityPark_2/seg_id/000104.png	1.000000	-0.000010	0.000000	0.000005	-2.899034	-0.002260	0.002306
52	CityPark_2/images/000106.png	CityPark_2/depth/000106.png	CityPark_2/seg_id/000106.png	1.000000	0.000002	-0.000001	0.000003	-2.954464	-0.002513	0.002347
53	CityPark_2/images/000108.png	CityPark_2/depth/000108.png	CityPark_2/seg_id/000108.png	0.999962	-0.000010	0.000107	-0.008726	-2.887957	-0.002243	0.002300
54	CityPark_2/images/000110.png	CityPark_2/depth/000110.png	CityPark_2/seg_id/000110.png	0.999847	-0.000009	0.000215	-0.017462	-2.841790	0.069222	0.003144
55	CityPark_2/images/000112.png	CityPark_2/depth/000112.png	CityPark_2/seg_id/000112.png	1.000000	-0.000010	0.000000	0.000005	-2.914772	-0.002324	0.002319
56	CityPark_2/images/000114.png	CityPark_2/depth/000114.png	CityPark_2/seg_id/000114.png	0.999390	-0.000019	0.000430	-0.034910	-2.901481	0.046116	0.002904
57	CityPark_2/images/000116.png	CityPark_2/depth/000116.png	CityPark_2/seg_id/000116.png	1.000000	0.000000	0.000000	0.000000	-2.916002	-0.002307	0.002320
58	CityPark_2/images/000118.png	CityPark_2/depth/000118.png	CityPark_2/seg_id/000118.png	1.000000	0.000000	0.000000	0.000000	-2.909002	-0.002290	0.002314
59	CityPark_2/images/000120.png	CityPark_2/depth/000120.png	CityPark_2/seg_id/000120.png	1.000000	0.000000	0.000000	0.000000	-2.821002	-0.002276	0.002244
60	CityPark_2/images/000122.png	CityPark_2/depth/000122.png	CityPark_2/seg_id/000122.png	1.000000	0.000000	0.000000	0.000000	-2.847002	-0.002239	0.002265
61	CityPark_2/images/000124.png	CityPark_2/depth/000124.png	CityPark_2/seg_id/000124.png	0.999658	-0.000021	0.000323	-0.026165	-2.820056	0.019825	0.002515
62	CityPark_2/images/000126.png	CityPark_2/depth/000126.png	CityPark_2/seg_id/000126.png	0.999657	-0.000021	0.000322	-0.026172	-2.819422	0.094870	0.003436
63	CityPark_2/images/000128.png	CityPark_2/depth/000128.png	CityPark_2/seg_id/000128.png	1.000000	0.000012	0.000000	-0.000015	-2.926527	-0.002340	0.002326
64	CityPark_2/images/000130.png	CityPark_2/depth/000130.png	CityPark_2/seg_id/000130.png	1.000000	-0.000002	-0.000000	0.000002	-3.060304	-0.002333	0.002433
65	CityPark_2/images/000132.png	CityPark_2/depth/000132.png	CityPark_2/seg_id/000132.png	1.000000	0.000000	0.000000	0.000000	-2.942617	-0.002434	0.002338
66	CityPark_2/images/000134.png	CityPark_2/depth/000134.png	CityPark_2/seg_id/000134.png	1.000000	0.000000	0.000000	0.000000	-2.898378	-0.002302	0.002304
67	CityPark_2/images/000136.png	CityPark_2/depth/000136.png	CityPark_2/seg_id/000136.png	1.000000	0.000000	0.000000	0.000000	-2.948658	-0.002380	0.002343
68	CityPark_2/images/000138.png	CityPark_2/depth/000138.png	CityPark_2/seg_id/000138.png	0.999848	-0.000024	0.000215	-0.017434	-2.947482	0.005390	0.002438
69	CityPark_2/images/000140.png	CityPark_2/depth/000140.png	CityPark_2/seg_id/000140.png	0.998629	-0.000043	0.000644	-0.052336	-2.929020	0.123827	0.003880
70	CityPark_2/images/000142.png	CityPark_2/depth/000142.png	CityPark_2/seg_id/000142.png	0.999848	-0.000018	0.000215	-0.017447	-2.965762	0.073401	0.003291
71	CityPark_2/images/000144.png	CityPark_2/depth/000144.png	CityPark_2/seg_id/000144.png	1.000000	0.000000	0.000000	0.000000	-2.990127	-0.002488	0.002376
72	CityPark_2/images/000146.png	CityPark_2/depth/000146.png	CityPark_2/seg_id/000146.png	1.000000	0.000000	0.000000	0.000000	-3.046335	-0.002512	0.002421
73	CityPark_2/images/000148.png	CityPark_2/depth/000148.png	CityPark_2/seg_id/000148.png	1.000000	0.000000	0.000000	0.000000	-3.028699	-0.002302	0.002410
74	CityPark_2/images/000150.png	CityPark_2/depth/000150.png	CityPark_2/seg_id/000150.png	1.000000	0.000000	0.000000	0.000000	-2.976611	-0.002429	0.002366
75	CityPark_2/images/000152.png	CityPark_2/depth/000152.png	CityPark_2/seg_id/000152.png	1.000000	0.000000	0.000000	0.000000	-2.927711	-0.002334	0.002328
76	CityPark_2/images/000154.png	CityPark_2/depth/000154.png	CityPark_2/seg_id/000154.png	1.000000	0.000000	0.000000	0.000000	-3.006859	-0.002229	0.002393
77	CityPark_2/images/000156.png	CityPark_2/depth/000156.png	CityPark_2/seg_id/000156.png	1.000000	0.000000	0.000000	0.000000	-2.925567	-0.002547	0.002324
78	CityPark_2/images/000158.png	CityPark_2/depth/000158.png	CityPark_2/seg_id/000158.png	1.000000	0.000000	0.000000	0.000000	-2.981859	-0.002282	0.002372
79	CityPark_2/images/000160.png	CityPark_2/depth/000160.png	CityPark_2/seg_id/000160.png	1.000000	0.000000	0.000000	0.000000	-2.957847	-0.002518	0.002350
80	CityPark_2/images/000162.png	CityPark_2/depth/000162.png	CityPark_2/seg_id/000162.png	1.000000	0.000000	0.000000	0.000000	-3.144219	-0.002415	0.002501
