id	camera_l	depth	semantic	qw	qx	qy	qz	tx	ty	tz
-1	CityPark_6/images/000000.png	CityPark_6/depth/000000.png	CityPark_6/seg_id/000000.png	1.000000	0.000000	0.000000	0.000000	0.000100	0.000100	0.000100
0	CityPark_6/images/000003.png	CityPark_6/depth/000003.png	CityPark_6/seg_id/000003.png	1.000000	0.000000	0.000000	0.000000	3.519730	0.003191	-0.002813
1	CityPark_6/images/000006.png	CityPark_6/depth/000006.png	CityPark_6/seg_id/000006.png	1.000000	0.000000	0.000000	0.000000	3.476170	0.002451	-0.002787
2	CityPark_6/images/000009.png	CityPark_6/depth/000009.png	CityPark_6/seg_id/000009.png	1.000000	0.000000	0.000000	0.000000	3.307813	0.003288	-0.002639
3	CityPark_6/images/000012.png	CityPark_6/depth/000012.png	CityPark_6/seg_id/000012.png	1.000000	0.000000	0.000000	0.000000	3.771304	0.002505	-0.003026
4	CityPark_6/images/000015.png	CityPark_6/depth/000015.png	CityPark_6/seg_id/000015.png	1.000000	0.000000	0.000000	0.000000	3.463972	0.002910	-0.002771
5	CityPark_6/images/000018.png	CityPark_6/depth/000018.png	CityPark_6/seg_id/000018.png	1.000000	0.000000	0.000000	0.000000	3.515285	0.002702	-0.002815
6	CityPark_6/images/000021.png	CityPark_6/depth/000021.png	CityPark_6/seg_id/000021.png	1.000000	0.000000	0.000000	0.000000	3.364113	0.002729	-0.002692
7	CityPark_6/images/000024.png	CityPark_6/depth/000024.png	CityPark_6/seg_id/000024.png	1.000000	0.000000	0.000000	0.000000	3.406832	0.002927	-0.002724
8	CityPark_6/images/000027.png	CityPark_6/depth/000027.png	CityPark_6/seg_id/000027.png	1.000000	0.000000	0.000000	0.000000	3.387966	0.002652	-0.002713
9	CityPark_6/images/000030.png	CityPark_6/depth/000030.png	CityPark_6/seg_id/000030.png	1.000000	0.000000	0.000000	0.000000	3.447871	0.002040	-0.002770
10	CityPark_6/images/000033.png	CityPark_6/depth/000033.png	CityPark_6/seg_id/000033.png	1.000000	0.000000	0.000000	0.000000	3.414042	0.002819	-0.002732
11	CityPark_6/images/000036.png	CityPark_6/depth/000036.png	CityPark_6/seg_id/000036.png	1.000000	0.000000	0.000000	0.000000	3.526940	0.003084	-0.002820
12	CityPark_6/images/000039.png	CityPark_6/depth/000039.png	CityPark_6/seg_id/000039.png	1.000000	0.000000	0.000000	0.000000	3.572425	0.002686	-0.002862
13	CityPark_6/images/000042.png	CityPark_6/depth/000042.png	CityPark_6/seg_id/000042.png	1.000000	0.000000	0.000000	0.000000	3.521112	0.002893	-0.002818
14	CityPark_6/images/000045.png	CityPark_6/depth/000045.png	CityPark_6/seg_id/000045.png	1.000000	0.000000	0.000000	0.000000	3.523335	0.003138	-0.002816
15	CityPark_6/images/000048.png	CityPark_6/depth/000048.png	CityPark_6/seg_id/000048.png	1.000000	0.000000	0.000000	0.000000	3.607934	0.002990	-0.002887
16	CityPark_6/images/000051.png	CityPark_6/depth/000051.png	CityPark_6/seg_id/000051.png	1.000000	0.000000	0.000000	0.000000	3.591291	0.002960	-0.002874
17	CityPark_6/images/000054.png	CityPark_6/depth/000054.png	CityPark_6/seg_id/000054.png	1.000000	0.000000	0.000000	0.000000	3.629565	0.002669	-0.002909
18	CityPark_6/images/000057.png	CityPark_6/depth/000057.png	CityPark_6/seg_id/000057.png	1.000000	0.000000	0.000000	0.000000	3.647591	0.002401	-0.002927
19	CityPark_6/images/000060.png	CityPark_6/depth/000060.png	CityPark_6/seg_id/000060.png	1.000000	0.000000	0.000000	0.000000	3.542201	0.003412	-0.002828
20	CityPark_6/images/000063.png	CityPark_6/depth/000063.png	CityPark_6/seg_id/000063.png	0.998630	0.000005	-0.000699	0.052316	3.582518	0.103216	-0.001532
21	CityPark_6/images/000066.png	CityPark_6/depth/000066.png	CityPark_6/seg_id/000066.png	0.999848	-0.000064	-0.000235	0.017423	3.584848	0.104900	-0.001505
22	CityPark_6/images/000069.png	CityPark_6/depth/000069.png	CityPark_6/seg_id/000069.png	1.000000	-0.000015	0.000000	-0.000009	3.760626	0.003332	-0.003006
23	CityPark_6/images/000072.png	CityPark_6/depth/000072.png	CityPark_6/seg_id/000072.png	1.000000	0.000000	0.000000	0.000000	3.911836	0.002889	-0.003133
24	CityPark_6/images/000075.png	CityPark_6/depth/000075.png	CityPark_6/seg_id/000075.png	1.000000	0.000000	0.000000	0.000000	3.614305	0.002875	-0.002892
25	CityPark_6/images/000078.png	CityPark_6/depth/000078.png	CityPark_6/seg_id/000078.png	1.000000	0.000000	0.000000	0.000000	4.243381	0.003224	-0.003397
26	CityPark_6/images/000081.png	CityPark_6/depth/000081.png	CityPark_6/seg_id/000081.png	1.000000	0.000000	0.000000	0.000000	3.612070	0.002942	-0.002889
27	CityPark_6/images/000084.png	CityPark_6/depth/000084.png	CityPark_6/seg_id/000084.png	1.000000	0.000000	0.000000	0.000000	3.814754	0.003120	-0.003051
28	CityPark_6/images/000087.png	CityPark_6/depth/000087.png	CityPark_6/seg_id/000087.png	1.000000	0.000000	0.000000	0.000000	3.896191	0.003359	-0.003114
29	CityPark_6/images/000090.png	CityPark_6/depth/000090.png	CityPark_6/seg_id/000090.png	1.000000	0.000000	0.000000	0.000000	3.723470	0.002729	-0.002982
30	CityPark_6/images/000093.png	CityPark_6/depth/000093.png	CityPark_6/seg_id/000093.png	1.000000	0.000000	0.000000	0.000000	3.672904	0.002458	-0.002945
31	CityPark_6/images/000096.png	CityPark_6/depth/000096.png	CityPark_6/seg_id/000096.png	1.000000	0.000000	0.000000	0.000000	3.680096	0.003584	-0.002936
