id	camera_l	qw	qx	qy	qz	tx	ty	tz
0	traj_0002/img/image_1_1305.png	0.999997	-0.001381	-0.000732	0.001859	-0.000135	0.001124	-0.000003
3	traj_0002/img/image_1_1308.png	0.999993	-0.000415	-0.000389	0.003687	0.001686	0.004929	-0.000448
6	traj_0002/img/image_1_1311.png	0.999976	-0.000465	-0.003643	0.005954	0.007067	0.013584	0.001982
9	traj_0002/img/image_1_1314.png	0.999855	-0.002869	-0.016525	0.003063	0.014912	0.023019	0.009146
12	traj_0002/img/image_1_1317.png	0.999701	-0.003792	-0.024063	-0.002231	0.023853	0.048019	0.025699
15	traj_0002/img/image_1_1320.png	0.999816	-0.000333	-0.018875	-0.003520	0.016952	0.050487	0.037414
18	traj_0002/img/image_1_1323.png	0.999962	-0.003348	-0.007432	-0.003034	0.009522	0.083689	0.055983
21	traj_0002/img/image_1_1326.png	0.999950	0.003015	0.009237	-0.002264	-0.009058	0.077642	0.027802
24	traj_0002/img/image_1_1329.png	0.999874	0.003585	0.014831	-0.004316	-0.021837	0.088141	0.014282
27	traj_0002/img/image_1_1332.png	0.999645	0.001589	0.026257	-0.004327	-0.031827	0.095392	-0.001922
30	traj_0002/img/image_1_1335.png	0.999270	0.009805	0.036650	-0.004504	-0.047968	0.146853	-0.021527
33	traj_0002/img/image_1_1338.png	0.999526	0.024747	0.017811	-0.004229	-0.033496	0.155534	-0.018901
36	traj_0002/img/image_1_1341.png	0.999637	0.015037	0.021998	-0.004094	-0.018269	0.152540	-0.026934
39	traj_0002/img/image_1_1344.png	0.999762	0.011653	0.018462	-0.000377	0.008363	0.149515	-0.027182
42	traj_0002/img/image_1_1347.png	0.999964	-0.004414	0.005619	0.004618	0.028882	0.104452	-0.014196
45	traj_0002/img/image_1_1350.png	0.999946	0.002116	-0.001958	0.009939	0.073775	0.142311	0.006719
48	traj_0002/img/image_1_1353.png	0.999934	-0.002105	-0.006536	0.009166	0.138166	0.168830	0.056191
51	traj_0002/img/image_1_1356.png	0.999965	-0.007392	-0.003677	-0.001274	0.134880	0.125542	0.076769
54	traj_0002/img/image_1_1359.png	0.999889	-0.013891	0.000368	-0.005407	0.114386	0.092390	0.069552
57	traj_0002/img/image_1_1362.png	0.999045	-0.043373	-0.001399	0.005078	0.217256	0.160763	0.145488
60	traj_0002/img/image_1_1365.png	0.999834	-0.003972	0.000753	0.017765	0.196248	0.140659	0.148952
63	traj_0002/img/image_1_1368.png	0.999797	0.005520	0.005840	0.018454	0.164536	0.115282	0.111882
66	traj_0002/img/image_1_1371.png	0.999756	0.005336	0.007717	0.019994	0.180969	0.119858	0.107434
69	traj_0002/img/image_1_1374.png	0.999456	0.013568	0.005969	0.029461	0.266434	0.162132	0.140946
72	traj_0002/img/image_1_1377.png	0.999448	0.015254	-0.003423	0.029331	0.303111	0.155202	0.151900
75	traj_0002/img/image_1_1380.png	0.999683	0.001187	-0.004089	0.024798	0.343772	0.140286	0.151167
78	traj_0002/img/image_1_1383.png	0.999738	-0.003062	-0.003672	0.022396	0.371990	0.118347	0.144286
81	traj_0002/img/image_1_1386.png	0.999609	-0.007458	0.001084	0.026928	0.399696	0.097472	0.128597
84	traj_0002/img/image_1_1389.png	0.998136	-0.029886	0.001763	0.053190	0.538959	0.097155	0.140128
87	traj_0002/img/image_1_1392.png	0.998868	-0.023651	-0.000019	0.041275	0.346363	0.024599	0.090564
90	traj_0002/img/image_1_1395.png	0.998686	-0.022013	0.000230	0.046276	0.361426	-0.000066	0.107509
93	traj_0002/img/image_1_1398.png	0.995351	-0.036717	0.002023	0.089014	0.752691	-0.042856	0.242067
96	traj_0002/img/image_1_1401.png	0.998393	-0.017396	0.006469	0.053543	0.528225	-0.101779	0.162852
99	traj_0002/img/image_1_1404.png	0.998724	-0.011642	0.008800	0.048349	0.536668	-0.136433	0.175425
102	traj_0002/img/image_1_1407.png	0.999471	-0.012146	0.002260	0.030090	0.416869	-0.131144	0.153269
105	traj_0002/img/image_1_1410.png	0.999269	-0.021086	-0.002991	0.031746	0.572004	-0.190182	0.218110
108	traj_0002/img/image_1_1413.png	0.999752	-0.012890	-0.002336	0.018035	0.449061	-0.158716	0.163021
111	traj_0002/img/image_1_1416.png	0.999850	-0.009606	-0.002223	0.014254	0.465672	-0.160004	0.156403
114	traj_0002/img/image_1_1419.png	0.999853	-0.009863	-0.002054	0.013889	0.483536	-0.157408	0.144340
117	traj_0002/img/image_1_1422.png	0.999568	-0.016773	-0.002342	0.024039	0.664669	-0.197088	0.178315
120	traj_0002/img/image_1_1425.png	0.999588	-0.013677	-0.001504	0.025208	0.520337	-0.152262	0.129986
123	traj_0002/img/image_1_1428.png	0.998949	-0.017849	-0.000547	0.042211	0.707428	-0.202786	0.184889
126	traj_0002/img/image_1_1431.png	0.998901	-0.011118	-0.000455	0.045535	0.723740	-0.226519	0.210955
129	traj_0002/img/image_1_1434.png	0.999106	-0.005557	-0.000507	0.041900	0.751125	-0.261841	0.244669
132	traj_0002/img/image_1_1437.png	0.999665	-0.000314	0.000706	0.025886	0.557248	-0.215822	0.191520
135	traj_0002/img/image_1_1440.png	0.999510	-0.006624	-0.001181	0.030564	0.975771	-0.377405	0.347067
138	traj_0002/img/image_1_1443.png	0.999854	-0.008088	-0.001032	0.015016	0.606838	-0.242986	0.211054
141	traj_0002/img/image_1_1446.png	0.999791	-0.007191	-0.002711	0.018971	0.624089	-0.245831	0.211645
144	traj_0002/img/image_1_1449.png	0.999739	-0.006357	-0.004780	0.021419	0.638185	-0.253746	0.218913
147	traj_0002/img/image_1_1452.png	0.999785	-0.005077	-0.003941	0.019716	0.637207	-0.260837	0.222039
150	traj_0002/img/image_1_1455.png	0.999821	-0.005222	-0.005365	0.017360	0.662763	-0.277913	0.229584
153	traj_0002/img/image_1_1458.png	0.999844	-0.008615	-0.005413	0.014448	0.676044	-0.287189	0.224120
156	traj_0002/img/image_1_1461.png	0.999833	-0.010087	-0.006539	0.013749	0.689518	-0.294212	0.206037
159	traj_0002/img/image_1_1464.png	0.999659	-0.014884	-0.010736	0.018598	0.691003	-0.293077	0.184082
162	traj_0002/img/image_1_1467.png	0.998826	-0.028925	-0.015606	0.035597	0.961607	-0.409814	0.226816
165	traj_0002/img/image_1_1470.png	0.998730	-0.026396	-0.011172	0.041436	0.716699	-0.336062	0.137332
168	traj_0002/img/image_1_1473.png	0.998034	-0.026289	-0.010348	0.055947	0.689442	-0.365548	0.113596
171	traj_0002/img/image_1_1476.png	0.997743	-0.029210	-0.007405	0.060008	0.673819	-0.426667	0.102601
174	traj_0002/img/image_1_1479.png	0.994602	-0.052769	-0.001885	0.089319	1.067995	-0.780316	0.140488
177	traj_0002/img/image_1_1482.png	0.998419	-0.030579	-0.000815	0.047154	0.583765	-0.541804	0.040596
180	traj_0002/img/image_1_1485.png	0.998641	-0.029001	0.000618	0.043295	0.547534	-0.549650	0.017635
183	traj_0002/img/image_1_1488.png	0.997274	-0.043624	0.000726	0.059508	0.729088	-0.758029	0.014413
186	traj_0002/img/image_1_1491.png	0.998680	-0.029747	0.004211	0.041650	0.512422	-0.579409	0.002516
189	traj_0002/img/image_1_1494.png	0.999359	-0.022101	0.009961	0.026333	0.488678	-0.568716	0.008402
192	traj_0002/img/image_1_1497.png	0.999405	-0.022026	0.021577	0.015441	0.689653	-0.751712	0.018119
195	traj_0002/img/image_1_1500.png	0.999500	0.001956	0.022148	0.022465	0.734253	-0.686559	0.042515
198	traj_0002/img/image_1_1503.png	0.999205	0.002920	0.016137	0.036344	0.782250	-0.650691	0.135585
201	traj_0002/img/image_1_1506.png	0.999142	0.004132	0.017955	0.037092	0.823301	-0.656790	0.225229
204	traj_0002/img/image_1_1509.png	0.999723	-0.000550	0.002413	0.023416	0.629016	-0.500871	0.229574
207	traj_0002/img/image_1_1512.png	0.999841	-0.002619	0.000153	0.017631	0.871537	-0.662102	0.397536
210	traj_0002/img/image_1_1515.png	0.999986	-0.001320	0.003403	0.003860	0.692002	-0.498698	0.405277
213	traj_0002/img/image_1_1518.png	0.999985	-0.001750	0.003425	0.003942	0.708577	-0.470593	0.510613
216	traj_0002/img/image_1_1521.png	0.999976	0.003819	0.003525	0.004528	1.013481	-0.613928	0.878059
219	traj_0002/img/image_1_1524.png	0.999884	0.014984	0.001345	0.002167	1.327466	-0.707959	1.273933
222	traj_0002/img/image_1_1527.png	0.999955	0.009096	-0.002125	0.001848	0.823568	-0.375920	0.830587
225	traj_0002/img/image_1_1530.png	0.999944	0.010114	-0.002071	0.002484	1.179438	-0.475260	1.177636
228	traj_0002/img/image_1_1533.png	0.999898	-0.002557	-0.013920	0.001657	1.547434	-0.539762	1.490569
231	traj_0002/img/image_1_1536.png	0.999879	-0.002566	-0.015192	0.002062	0.971343	-0.311222	0.901203
234	traj_0002/img/image_1_1539.png	0.999694	-0.002713	-0.024181	0.004441	1.389510	-0.418570	1.295651
237	traj_0002/img/image_1_1542.png	0.999903	0.002171	-0.013298	0.003530	1.088990	-0.311647	1.002847
240	traj_0002/img/image_1_1545.png	0.999930	0.009752	-0.005572	0.003705	1.473859	-0.397447	1.385058
243	traj_0002/img/image_1_1548.png	0.999971	0.007360	0.000979	0.001510	1.128513	-0.279010	1.102912
246	traj_0002/img/image_1_1551.png	0.999990	0.002400	0.003272	-0.002075	1.495988	-0.343730	1.486846
249	traj_0002/img/image_1_1554.png	0.999991	0.002448	0.000600	-0.003281	1.138585	-0.243117	1.119691
252	traj_0002/img/image_1_1557.png	0.999991	0.001984	0.001815	-0.003276	1.150975	-0.226717	1.099570
255	traj_0002/img/image_1_1560.png	0.999996	0.000665	0.000845	-0.002766	1.138907	-0.208157	1.054185
258	traj_0002/img/image_1_1563.png	0.999996	0.000311	-0.000152	-0.002656	1.578261	-0.268874	1.390392
261	traj_0002/img/image_1_1566.png	0.999991	-0.001202	-0.002860	0.002931	1.173268	-0.186453	0.978931
264	traj_0002/img/image_1_1569.png	0.999954	-0.001170	-0.002968	0.009045	1.216037	-0.196271	0.960610
267	traj_0002/img/image_1_1572.png	0.999721	-0.011551	-0.012302	0.016503	1.232785	-0.218865	0.932622
270	traj_0002/img/image_1_1575.png	0.999472	-0.015356	-0.016488	0.023428	1.254796	-0.275513	0.895404
273	traj_0002/img/image_1_1578.png	0.999394	-0.012328	-0.020985	0.024902	1.244951	-0.346644	0.839677
276	traj_0002/img/image_1_1581.png	0.999486	-0.006522	-0.023156	0.021198	1.282303	-0.428621	0.809546
279	traj_0002/img/image_1_1584.png	0.999616	-0.012190	-0.019565	0.015351	1.292886	-0.485504	0.747264
282	traj_0002/img/image_1_1587.png	0.999576	-0.022181	-0.014092	0.012543	1.299005	-0.532843	0.673841
285	traj_0002/img/image_1_1590.png	0.999474	-0.026143	-0.012495	0.014554	1.297340	-0.579102	0.597398
288	traj_0002/img/image_1_1593.png	0.999413	-0.024566	-0.012705	0.020220	1.259307	-0.613431	0.523524
291	traj_0002/img/image_1_1596.png	0.999344	-0.023226	-0.013329	0.024392	1.261259	-0.677882	0.483595
294	traj_0002/img/image_1_1599.png	0.999146	-0.024433	-0.015938	0.029254	1.228451	-0.730708	0.442991
297	traj_0002/img/image_1_1602.png	0.998978	-0.025998	-0.016532	0.033068	1.185601	-0.786284	0.393924
300	traj_0002/img/image_1_1605.png	0.996634	-0.043295	-0.029471	0.063062	1.848036	-1.360944	0.556730
303	traj_0002/img/image_1_1608.png	0.997114	-0.038773	-0.023408	0.060928	1.363806	-1.236288	0.303634
306	traj_0002/img/image_1_1611.png	0.994947	-0.046808	-0.027742	0.084380	1.500764	-1.620202	0.230183
309	traj_0002/img/image_1_1614.png	0.993433	-0.053861	-0.027536	0.097112	1.228799	-1.708669	0.058467
312	traj_0002/img/image_1_1617.png	0.993768	-0.048678	-0.025755	0.096914	0.721483	-1.395283	-0.079722
315	traj_0002/img/image_1_1620.png	0.992074	-0.048599	-0.029413	0.112078	0.469206	-1.377617	-0.164682
318	traj_0002/img/image_1_1623.png	0.991409	-0.052492	-0.035219	0.114513	0.196237	-1.331571	-0.233180
321	traj_0002/img/image_1_1626.png	0.996827	-0.025558	-0.009069	0.074835	-0.050535	-0.887495	-0.222546
324	traj_0002/img/image_1_1629.png	0.994911	-0.007448	-0.013496	0.099575	-0.185424	-1.081072	-0.298148
327	traj_0002/img/image_1_1632.png	0.988522	-0.013793	-0.033700	0.146620	-0.435174	-1.346948	-0.339365
330	traj_0002/img/image_1_1635.png	0.997109	-0.003352	-0.016294	0.074139	-0.335679	-0.529149	-0.124461
333	traj_0002/img/image_1_1638.png	0.997981	-0.003931	-0.013756	0.061882	-0.361245	-0.448731	-0.094938
336	traj_0002/img/image_1_1641.png	0.998845	-0.012460	-0.006417	0.045949	-0.365759	-0.385427	-0.085975
339	traj_0002/img/image_1_1644.png	0.999331	-0.016439	0.000635	0.032677	-0.344635	-0.328539	-0.095978
342	traj_0002/img/image_1_1647.png	0.999218	-0.027013	-0.002592	0.028751	-0.418855	-0.390798	-0.158141
345	traj_0002/img/image_1_1650.png	0.999695	-0.018752	0.000618	0.016043	-0.269568	-0.247595	-0.144251
348	traj_0002/img/image_1_1653.png	0.999746	-0.018175	0.001524	0.013259	-0.222338	-0.210805	-0.158210
351	traj_0002/img/image_1_1656.png	0.999843	-0.014568	0.003659	0.009355	-0.234783	-0.241275	-0.244668
354	traj_0002/img/image_1_1659.png	0.999974	0.002446	0.006731	0.001006	-0.120385	-0.144025	-0.207538
