id	camera_l	qw	qx	qy	qz	tx	ty	tz
0	src/DJI_00586.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1	src/DJI_0373_heda.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2	src/DJI_00571.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3	src/DJI_0466.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4	src/DJI_0397.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5	src/DJI_0469.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6	src/DJI_0508.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
7	src/DJI_00587.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
8	src/DJI_0445.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
9	src/DJI_0394.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
10	src/DJI_0409_heda.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
11	src/DJI_0369_heda.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
12	src/DJI_00555.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
13	src/DJI_0406.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
14	src/DJI_0707.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
15	src/DJI_0306.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
16	src/DJI_0502.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
17	src/DJI_0294.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
18	src/DJI_0511.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
19	src/DJI_0593.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
20	src/DJI_0523.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
21	src/DJI_0499.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
22	src/DJI_0309.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
23	src/DJI_0388.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
24	src/DJI_0316.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
25	src/DJI_0385.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
26	src/DJI_0539_heda.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
27	src/DJI_0478.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
28	src/DJI_0487.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
29	src/DJI_0400.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
30	src/DJI_0538.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
31	src/DJI_0457.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
32	src/DJI_00527.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
33	src/DJI_0463_heda.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
34	src/DJI_0319.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
35	src/DJI_0322.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
36	src/DJI_0400_heda.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
37	src/DJI_0613.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
38	src/DJI_00566.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
39	src/DJI_0288.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
40	src/DJI_0041.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
41	src/DJI_0514.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
42	src/DJI_0535.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
43	src/DJI_00576.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
44	src/DJI_0484.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
45	src/DJI_0409.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
46	src/DJI_0303.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
47	src/DJI_0431.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
48	src/DJI_0529.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
49	src/DJI_00550.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
50	src/DJI_0444_heda.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
51	src/DJI_0001.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
52	src/DJI_0424_heda.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
53	src/DJI_0434.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
54	src/DJI_0451.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
55	src/DJI_0481.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
56	src/DJI_0442.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
57	src/DJI_0437.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
58	src/DJI_00528.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
59	src/DJI_0403.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
60	src/DJI_0532.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
61	src/DJI_0291.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
62	src/DJI_00581.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
63	src/DJI_0300.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
64	src/DJI_0526.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
65	src/DJI_0448.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
66	src/DJI_0475.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
67	src/DJI_0517.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
68	src/DJI_0472.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
69	src/DJI_0505.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
70	src/DJI_0431_heda.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
71	src/DJI_0519_heda.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
72	src/DJI_0496.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
73	src/DJI_0418.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
74	src/DJI_0543_heda.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
75	src/DJI_0312.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
76	src/DJI_0479_heda.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
77	src/DJI_0627.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
78	src/DJI_0463.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
79	src/DJI_0454.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
80	src/DJI_0421.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
81	src/DJI_0687.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
82	src/DJI_0389_heda.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
83	src/DJI_0285.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
84	src/DJI_0667.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
85	src/DJI_0499_heda.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
86	src/DJI_0382.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
87	src/DJI_0391.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
88	src/DJI_0412.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
89	src/DJI_0520.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
90	src/DJI_0563_heda.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
91	src/DJI_00530.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
92	src/DJI_0011.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
93	src/DJI_0379.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
94	src/DJI_0548_heda.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
95	src/DJI_0021.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
96	src/DJI_0297.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
97	src/DJI_0558_heda.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
98	src/DJI_00554.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
99	src/DJI_0415.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
100	src/DJI_00529.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
101	src/DJI_0459_heda.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
102	src/DJI_0490.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
103	src/DJI_0460.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
104	src/DJI_00539.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
105	src/DJI_0553_heda.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
106	src/DJI_00584.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
107	src/DJI_0031.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
108	src/DJI_0647.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
109	src/DJI_00591.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
110	src/DJI_0493.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
111	src/DJI_0616.JPG	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
